long,lat,drive
41.147172,-8.633277,2
41.146146,-8.631513,2
41.14503,-8.629776,2
41.144643,-8.627814,2
41.144769,-8.625996,2
41.144463,-8.624088,2
41.143401,-8.621325,2
41.141961,-8.619444,2
41.140863,-8.617365,2
41.14053,-8.61597,2
41.151951,-8.574678,3
41.151942,-8.574705,3
41.151933,-8.574696,3
41.15196,-8.57466,3
41.151933,-8.574723,3
41.151924,-8.574714,3
41.151924,-8.574714,3
41.150934,-8.575164,3
41.150232,-8.577135,3
41.148639,-8.57853,3
41.147316,-8.579745,3
41.146173,-8.579358,3
41.14503,-8.580744,3
41.14512,-8.582904,3
41.146479,-8.58438,3
41.145876,-8.610849,3
41.146479,-8.610012,3
41.146866,-8.609058,3
41.147055,-8.608968,3
41.148702,-8.586027,3
41.149224,-8.587197,3
41.148963,-8.588205,3
41.147604,-8.588835,3
41.147082,-8.590176,3
41.146614,-8.592543,3
41.146245,-8.594721,3
41.146317,-8.596737,3
41.146119,-8.59869,3
41.146101,-8.598816,3
41.146155,-8.600193,3
41.146101,-8.601057,3
41.14575,-8.602344,3
41.145705,-8.602785,3
41.145597,-8.60328,3
41.145417,-8.604045,3
41.144256,-8.604657,3
41.142555,-8.605854,3
41.142753,-8.607951,3
41.142825,-8.607978,3
41.142879,-8.607996,3
41.142888,-8.607987,3
41.142915,-8.608005,3
41.142915,-8.607996,3
41.18049,-8.645994,4
41.180517,-8.645949,4
41.180049,-8.646048,4
41.178888,-8.646804,4
41.178465,-8.649495,4
41.177961,-8.65215,4
41.177196,-8.654049,4
41.177925,-8.655012,4
41.177853,-8.656353,4
41.177277,-8.659647,4
41.177619,-8.662518,4
41.179221,-8.664561,4
41.178537,-8.667432,4
41.176674,-8.668944,4
41.17518,-8.671374,4
41.173308,-8.673894,4
41.171841,-8.676918,4
41.171949,-8.680032,4
41.173191,-8.682615,4
41.173776,-8.685441,4
41.17365,-8.688105,4
41.174379,-8.688879,4
41.17608,-8.689059,4
41.176431,-8.689086,4
41.176593,-8.689059,4
41.176755,-8.687502,4
41.177781,-8.687259,4
41.178078,-8.687259,4
41.178087,-8.687268,4
41.140674,-8.615502,5
41.140926,-8.614854,5
41.14152,-8.613351,5
41.140854,-8.609976,5
41.141295,-8.607537,5
41.141808,-8.603676,5
41.141916,-8.599833,5
41.140494,-8.596458,5
41.140008,-8.592993,5
41.140674,-8.589384,5
41.142753,-8.587026,5
41.143644,-8.583831,5
41.143698,-8.581086,5
41.144238,-8.579133,5
41.144688,-8.577594,5
41.145957,-8.578809,5
41.147136,-8.580168,5
41.149359,-8.578827,5
41.151879,-8.579808,5
41.153868,-8.581626,5
41.155434,-8.582076,5
41.155947,-8.580546,5
41.156271,-8.578719,5
41.157693,-8.578629,5
41.159439,-8.578521,5
41.160717,-8.578224,5
41.145948,-8.57952,6
41.145039,-8.580942,6
41.145021,-8.582706,6
41.146164,-8.584092,6
41.14683,-8.58546,6
41.147397,-8.587116,6
41.148018,-8.586171,6
41.148963,-8.58609,6
41.149368,-8.588016,6
41.150016,-8.590401,6
41.150736,-8.593119,6
41.150853,-8.593506,6
41.15097,-8.593668,6
41.150232,-8.595342,6
41.149827,-8.59608,6
41.148909,-8.597466,6
41.148567,-8.598051,6
41.148342,-8.598663,6
41.148585,-8.600688,6
41.147325,-8.601723,6
41.147262,-8.601795,6
41.147289,-8.601768,6
41.147001,-8.602227,6
41.146578,-8.603667,6
41.146578,-8.603739,6
41.146164,-8.604477,6
41.145408,-8.604702,6
41.145327,-8.604477,6
41.144445,-8.604747,6
41.144148,-8.604945,6
41.143608,-8.603703,6
41.142807,-8.602236,6
41.142681,-8.603244,6
41.142798,-8.604,6
41.142798,-8.603982,6
41.142816,-8.603973,6
41.146182,-8.617563,7
41.145849,-8.617527,7
41.144832,-8.616978,7
41.145426,-8.615754,7
41.145408,-8.615745,7
41.145714,-8.615466,7
41.147046,-8.615142,7
41.147118,-8.615142,7
41.147298,-8.61579,7
41.147235,-8.617455,7
41.147217,-8.617716,7
41.147505,-8.618013,7
41.148603,-8.618796,7
41.148468,-8.619948,7
41.148927,-8.620758,7
41.150565,-8.621055,7
41.152284,-8.620893,7
41.154246,-8.621001,7
41.15547,-8.620821,7
41.155452,-8.620848,7
41.155803,-8.620812,7
41.157225,-8.62092,7
41.158242,-8.622819,7
41.159475,-8.624682,7
41.159718,-8.624664,7
41.160492,-8.624691,7
41.161563,-8.624709,7
41.161563,-8.624718,7
41.161554,-8.624727,7
41.161545,-8.624736,7
41.161536,-8.624736,7
41.161536,-8.624736,7
41.161545,-8.624727,7
41.161554,-8.6247,7
41.140557,-8.611794,8
41.140575,-8.611785,8
41.140566,-8.612001,8
41.140503,-8.612622,8
41.140341,-8.613702,8
41.140386,-8.614665,8
41.140485,-8.615844,8
41.140683,-8.61561,8
41.141088,-8.614566,8
41.141979,-8.614395,8
41.142942,-8.613936,8
41.143851,-8.612793,8
41.144787,-8.611488,8
41.144391,-8.610543,8
41.143536,-8.610282,8
41.143401,-8.610255,8
41.143239,-8.608824,8
41.143149,-8.608419,8
41.142348,-8.606565,8
41.143446,-8.605179,8
41.144796,-8.604549,8
41.1453,-8.604297,8
41.145561,-8.603505,8
41.145633,-8.602488,8
41.145759,-8.601039,8
41.146443,-8.600436,8
41.147289,-8.599977,8
41.14827,-8.598681,8
41.148423,-8.598303,8
41.149467,-8.598618,8
41.151294,-8.597529,8
41.153679,-8.596161,8
41.155983,-8.594838,8
41.157135,-8.594163,8
41.159187,-8.593002,8
41.161608,-8.591454,8
41.163453,-8.589924,8
41.163309,-8.589402,8
41.140557,-8.615907,9
41.141088,-8.614449,9
41.14143,-8.613522,9
41.140827,-8.609904,9
41.139522,-8.609301,9
41.138865,-8.609544,9
41.137551,-8.610777,9
41.136012,-8.611452,9
41.134563,-8.610624,9
41.134446,-8.609319,9
41.1345,-8.608014,9
41.134536,-8.607987,9
41.134518,-8.607987,9
41.134536,-8.607861,9
41.134545,-8.60778,9
41.134527,-8.607411,9
41.134392,-8.605476,9
41.134176,-8.604603,9
41.134158,-8.604594,9
41.148009,-8.619894,10
41.14773,-8.620164,10
41.148513,-8.62065,10
41.150313,-8.62092,10
41.151951,-8.621208,10
41.153517,-8.621118,10
41.155416,-8.620884,10
41.155479,-8.620938,10
41.155461,-8.620974,10
41.155461,-8.621028,10
41.155344,-8.619777,10
41.155335,-8.619282,10
41.155101,-8.618112,10
41.154579,-8.61534,10
41.153994,-8.613297,10
41.153832,-8.612064,10
41.155227,-8.611911,10
41.156838,-8.611794,10
41.157171,-8.610804,10
41.15727,-8.61021,10
41.157333,-8.609508,10
41.157351,-8.60949,10
41.168403,-8.56242,11
41.168358,-8.562429,11
41.167953,-8.562348,11
41.167125,-8.564571,11
41.166621,-8.566596,11
41.167476,-8.568,11
41.167755,-8.570295,11
41.169321,-8.570223,11
41.168817,-8.570898,11
41.16924,-8.572626,11
41.168457,-8.57403,11
41.167197,-8.576046,11
41.165442,-8.577711,11
41.164065,-8.580087,11
41.164452,-8.58222,11
41.163201,-8.584056,11
41.163381,-8.586387,11
41.1642,-8.588772,11
41.164164,-8.589546,11
41.163444,-8.590158,11
41.16186,-8.591607,11
41.160564,-8.593272,11
41.160744,-8.595792,11
41.160942,-8.596701,11
41.161158,-8.597898,11
41.161221,-8.598528,11
41.161527,-8.600886,11
41.161788,-8.603532,11
41.161815,-8.603955,11
41.162031,-8.60571,11
41.162292,-8.60787,11
41.16258,-8.61003,11
41.162823,-8.612199,11
41.163165,-8.614602,11
41.163498,-8.617104,11
41.163759,-8.619219,11
41.163894,-8.620488,11
41.163903,-8.62047,11
41.163912,-8.620452,11
41.163921,-8.620452,11
41.164038,-8.621523,11
41.164182,-8.623044,11
41.1642,-8.623026,11
41.164218,-8.623017,11
41.155101,-8.618868,12
41.154912,-8.6175,12
41.154525,-8.615079,12
41.154228,-8.613468,12
41.154102,-8.613261,12
41.153832,-8.613297,12
41.153904,-8.612037,12
41.155803,-8.611929,12
41.157171,-8.610876,12
41.157252,-8.610183,12
41.15727,-8.610138,12
41.157369,-8.609508,12
41.158395,-8.608707,12
41.160042,-8.607915,12
41.1606,-8.607654,12
41.164155,-8.606295,12
41.166693,-8.60643,12
41.169123,-8.60634,12
41.171112,-8.60445,12
41.171166,-8.60121,12
41.171625,-8.597205,12
41.170968,-8.593578,12
41.168979,-8.5905,12
41.167062,-8.587206,12
41.166252,-8.583624,12
41.1642,-8.58213,12
41.163381,-8.58114,12
41.164326,-8.579376,12
41.165316,-8.577468,12
41.163858,-8.576298,12
41.16231,-8.575101,12
41.162265,-8.575065,12
41.153499,-8.608716,13
41.153481,-8.607627,13
41.153472,-8.606502,13
41.153472,-8.606493,13
41.153427,-8.605269,13
41.154156,-8.604756,13
41.155623,-8.604648,13
41.157351,-8.604477,13
41.159016,-8.604279,13
41.16015,-8.604351,13
41.160276,-8.604387,13
41.161545,-8.603892,13
41.162085,-8.60562,13
41.162391,-8.607987,13
41.162661,-8.6103,13
41.162751,-8.610957,13
41.162805,-8.610957,13
41.162841,-8.611965,13
41.163129,-8.614242,13
41.16339,-8.616573,13
41.163705,-8.61894,13
41.163993,-8.621082,13
41.164281,-8.623305,13
41.164722,-8.624889,13
41.166513,-8.625042,13
41.166972,-8.626068,13
41.166945,-8.626554,13
41.16744,-8.628309,13
41.168079,-8.630352,13
41.16798,-8.631639,13
41.168484,-8.631981,13
41.16843,-8.632206,13
41.168304,-8.63271,13
41.168295,-8.632737,13
41.14053,-8.612208,14
41.140521,-8.612235,14
41.140323,-8.614035,14
41.14035,-8.614809,14
41.140287,-8.61561,14
41.140467,-8.616024,14
41.140548,-8.616006,14
41.141097,-8.61462,14
41.142393,-8.614314,14
41.143167,-8.613711,14
41.143806,-8.612811,14
41.144436,-8.611983,14
41.144985,-8.611299,14
41.145084,-8.611056,14
41.145921,-8.610777,14
41.146839,-8.609112,14
41.147442,-8.60886,14
41.147955,-8.610876,14
41.149584,-8.610237,14
41.150727,-8.610066,14
41.150898,-8.609985,14
41.151861,-8.609805,14
41.153472,-8.610003,14
41.155056,-8.609328,14
41.156847,-8.609238,14
41.157477,-8.608401,14
41.157657,-8.607276,14
41.15826,-8.606772,14
41.164857,-8.585145,15
41.164704,-8.584146,15
41.164758,-8.583147,15
41.157954,-8.627931,15
41.159106,-8.628813,15
41.160978,-8.628264,15
41.163057,-8.627589,15
41.1633,-8.627508,15
41.1633,-8.627517,15
41.164407,-8.627184,15
41.164947,-8.628759,15
41.164893,-8.63127,15
41.163759,-8.633736,15
41.164254,-8.63613,15
41.164272,-8.63613,15
41.16474,-8.638209,15
41.165658,-8.640144,15
41.16726,-8.642079,15
41.168907,-8.643915,15
41.172093,-8.606169,15
41.174352,-8.610615,15
41.170365,-8.642412,15
41.17041,-8.643042,15
41.169546,-8.644041,15
41.169042,-8.645868,15
41.170482,-8.647686,15
41.169879,-8.649207,15
41.16924,-8.648784,15
41.169384,-8.648064,15
41.16942,-8.647992,15
41.169402,-8.647992,15
41.169393,-8.647983,15
41.169393,-8.647974,15
41.169393,-8.647983,15
41.169393,-8.647983,15
41.169393,-8.647983,15
41.169393,-8.647983,15
41.169393,-8.647974,15
41.169402,-8.647974,15
41.169411,-8.647983,15
41.169411,-8.647983,15
41.169411,-8.647983,15
41.169411,-8.647983,15
41.16942,-8.647974,15
41.169429,-8.647965,15
41.169402,-8.647965,15
41.169537,-8.648019,15
41.169555,-8.64918,15
41.170509,-8.648199,15
41.169708,-8.646732,15
41.169519,-8.645418,15
41.168286,-8.643618,15
41.166306,-8.641152,15
41.164695,-8.638866,15
41.164209,-8.636139,15
41.162976,-8.633286,15
41.162049,-8.632593,15
41.160069,-8.631009,15
41.15826,-8.630145,15
41.156955,-8.629299,15
41.157261,-8.628138,15
41.157405,-8.628138,15
41.157522,-8.628165,15
41.157522,-8.628147,15
41.163156,-8.584263,16
41.163003,-8.584695,16
41.162652,-8.585595,16
41.161437,-8.585487,16
41.160276,-8.583561,16
41.160519,-8.582319,16
41.161851,-8.581995,16
41.163354,-8.582769,16
41.163516,-8.581032,16
41.165226,-8.582265,16
41.166693,-8.584803,16
41.167845,-8.588295,16
41.169924,-8.591805,16
41.171877,-8.595045,16
41.1714,-8.599203,16
41.171562,-8.603586,16
41.173002,-8.607474,16
41.174442,-8.610966,16
41.174388,-8.614827,16
41.173857,-8.618922,16
41.173443,-8.622918,16
41.173029,-8.627103,16
41.172264,-8.63118,16
41.171373,-8.63532,16
41.169465,-8.639154,16
41.166945,-8.64261,16
41.164947,-8.646489,16
41.162238,-8.649405,16
41.158593,-8.647623,16
41.154903,-8.645337,16
41.151753,-8.642835,16
41.148756,-8.640729,16
41.145462,-8.639946,16
41.143167,-8.640315,16
41.142555,-8.641503,16
41.141934,-8.641755,16
41.141583,-8.640414,16
41.141538,-8.639649,16
41.141529,-8.639667,16
41.141538,-8.63964,16
41.141619,-8.639694,16
41.141619,-8.639703,16
41.141601,-8.63973,16
41.141592,-8.639739,16
41.141565,-8.639748,16
41.141565,-8.639739,16
41.141565,-8.639721,16
41.141574,-8.639712,16
41.141574,-8.639721,16
41.141565,-8.639739,16
41.141556,-8.639757,16
41.141556,-8.639757,16
41.141574,-8.63973,16
41.141565,-8.639721,16
41.141547,-8.63973,16
41.141547,-8.639739,16
41.141556,-8.639721,16
41.141556,-8.639712,16
41.141556,-8.639712,16
41.141556,-8.639703,16
41.141583,-8.639685,16
41.141637,-8.63964,16
41.141673,-8.639973,16
41.141835,-8.641134,16
41.142672,-8.641566,16
41.174055,-8.666757,17
41.174064,-8.666784,17
41.174073,-8.666649,17
41.174847,-8.666325,17
41.175549,-8.666811,17
41.176368,-8.665524,17
41.17716,-8.663841,17
41.177862,-8.663013,17
41.176872,-8.662032,17
41.17707,-8.65962,17
41.177457,-8.657757,17
41.178546,-8.658576,17
41.17977,-8.659521,17
41.180166,-8.660709,17
41.180562,-8.662806,17
41.181219,-8.663193,17
41.181642,-8.662491,17
41.181714,-8.662554,17
41.181714,-8.662554,17
41.149188,-8.599239,18
41.149296,-8.598681,18
41.150583,-8.597943,18
41.152266,-8.596962,18
41.154345,-8.595765,18
41.156739,-8.594388,18
41.159286,-8.59293,18
41.161464,-8.591589,18
41.163336,-8.59005,18
41.164632,-8.589078,18
41.165757,-8.588673,18
41.166135,-8.588547,18
41.168196,-8.587602,18
41.168826,-8.586585,18
41.168529,-8.584767,18
41.169258,-8.584317,18
41.169258,-8.584326,18
41.168979,-8.643807,19
41.170113,-8.642529,19
41.171202,-8.642133,19
41.172723,-8.64324,19
41.173947,-8.644788,19
41.175558,-8.646534,19
41.177367,-8.648829,19
41.17824,-8.649828,19
41.1786,-8.647911,19
41.151303,-8.609706,20
41.151474,-8.609562,20
41.152509,-8.610021,20
41.153409,-8.609769,20
41.153535,-8.609355,20
41.153688,-8.610732,20
41.154345,-8.611893,20
41.155164,-8.612784,20
41.155425,-8.614989,20
41.155704,-8.61813,20
41.156478,-8.619606,20
41.157954,-8.619777,20
41.159412,-8.620497,20
41.160357,-8.621163,20
41.16114,-8.621064,20
41.168574,-8.660646,21
41.167926,-8.661087,21
41.166576,-8.661231,21
41.166396,-8.660637,21
41.166819,-8.660295,21
41.168394,-8.658954,21
41.169906,-8.657649,21
41.171454,-8.656371,21
41.173479,-8.654706,21
41.17527,-8.653014,21
41.17644,-8.651349,21
41.177241,-8.652213,21
41.178069,-8.651358,21
41.178924,-8.65071,21
41.17968,-8.65125,21
41.180643,-8.649648,21
41.18193,-8.647515,21
41.183541,-8.644491,21
41.184108,-8.641701,21
41.182452,-8.638677,21
41.180589,-8.635284,21
41.179104,-8.632476,21
41.179365,-8.629983,21
41.179374,-8.629857,21
41.179374,-8.629857,21
41.179437,-8.629263,21
41.179779,-8.625996,21
41.180463,-8.622018,21
41.181912,-8.61885,21
41.182821,-8.617077,21
41.183082,-8.614215,21
41.183136,-8.613675,21
41.183145,-8.613702,21
41.18319,-8.613288,21
41.184,-8.610813,21
41.184648,-8.607474,21
41.183892,-8.604018,21
41.183253,-8.601768,21
41.182632,-8.601588,21
41.181831,-8.601957,21
41.181795,-8.601903,21
41.181822,-8.601948,21
41.181813,-8.601894,21
41.140377,-8.612955,22
41.140359,-8.612991,22
41.140368,-8.61309,22
41.14035,-8.613297,22
41.140269,-8.614512,22
41.140215,-8.615358,22
41.140422,-8.615988,22
41.140701,-8.615556,22
41.14116,-8.614548,22
41.142285,-8.614269,22
41.143032,-8.61372,22
41.143932,-8.612631,22
41.14458,-8.61174,22
41.144787,-8.611461,22
41.144787,-8.611488,22
41.144796,-8.611434,22
41.144886,-8.611308,22
41.144103,-8.610615,22
41.143158,-8.609715,22
41.143149,-8.608599,22
41.143167,-8.608581,22
41.143158,-8.608563,22
41.142501,-8.60733,22
41.143338,-8.605224,22
41.145084,-8.604468,22
41.145192,-8.604405,22
41.145444,-8.603703,22
41.145525,-8.603307,22
41.145687,-8.602038,22
41.145678,-8.602011,22
41.146875,-8.60193,22
41.149197,-8.602074,22
41.151816,-8.602317,22
41.154129,-8.602452,22
41.15592,-8.60247,22
41.160969,-8.60418,23
41.1615,-8.603874,23
41.161527,-8.60391,23
41.162022,-8.603919,23
41.163039,-8.602614,23
41.163993,-8.601309,23
41.165109,-8.599842,23
41.166306,-8.596854,23
41.167197,-8.593794,23
41.168169,-8.591913,23
41.169492,-8.589654,23
41.169438,-8.588241,23
41.168871,-8.5869,23
41.168502,-8.584848,23
41.168331,-8.58285,23
41.168493,-8.58123,23
41.168169,-8.579907,23
41.167881,-8.579772,23
41.167881,-8.579781,23
41.167899,-8.579763,23
41.170626,-8.665686,24
41.170653,-8.665677,24
41.171319,-8.664786,24
41.172453,-8.663238,24
41.173875,-8.66205,24
41.175378,-8.662248,24
41.176413,-8.663733,24
41.17725,-8.663751,24
41.177754,-8.663229,24
41.177763,-8.66322,24
41.177763,-8.66322,24
41.17779,-8.662986,24
41.176773,-8.661771,24
41.177169,-8.6589,24
41.177772,-8.656083,24
41.177898,-8.65512,24
41.178708,-8.653248,24
41.180409,-8.652699,24
41.182677,-8.653203,24
41.183631,-8.653302,24
41.185359,-8.653806,24
41.18697,-8.654166,24
41.187816,-8.654328,24
41.187816,-8.654337,24
41.187816,-8.654337,24
41.187816,-8.654337,24
41.168295,-8.632737,25
41.16825,-8.6328,25
41.168205,-8.632845,25
41.168178,-8.632836,25
41.168187,-8.632818,25
41.168187,-8.632827,25
41.168223,-8.6328,25
41.168232,-8.6328,25
41.148333,-8.648226,26
41.148297,-8.648514,26
41.148153,-8.648784,26
41.148045,-8.650827,26
41.14836,-8.653158,26
41.149206,-8.652906,26
41.150313,-8.651799,26
41.151096,-8.649999,26
41.152311,-8.649216,26
41.153481,-8.648469,26
41.154021,-8.648379,26
41.154003,-8.648325,26
41.154282,-8.648217,26
41.15583,-8.648379,26
41.15799,-8.649252,26
41.159079,-8.648298,26
41.157216,-8.646435,26
41.154507,-8.645202,26
41.151915,-8.643042,26
41.149269,-8.64081,26
41.146272,-8.640081,26
41.143248,-8.639361,26
41.139909,-8.637804,26
41.136462,-8.635545,26
41.132709,-8.635527,26
41.128938,-8.635734,26
41.125068,-8.635923,26
41.121423,-8.635932,26
41.118444,-8.633367,26
41.116266,-8.629821,26
41.114943,-8.625753,26
41.114034,-8.621631,26
41.113116,-8.617509,26
41.112171,-8.613279,26
41.111145,-8.609193,26
41.109264,-8.606043,26
41.107716,-8.60544,26
41.10939,-8.607006,26
41.112243,-8.606826,26
41.114583,-8.606511,26
41.115573,-8.606412,26
41.114997,-8.604612,26
41.113944,-8.602425,26
41.112477,-8.600382,26
41.111037,-8.598555,26
41.109201,-8.597034,26
41.108238,-8.594532,26
41.106591,-8.592435,26
41.104881,-8.590392,26
41.103477,-8.588709,26
41.102469,-8.589627,26
41.101308,-8.589204,26
41.100174,-8.589816,26
41.098824,-8.589087,26
41.097942,-8.587728,26
41.097276,-8.588178,26
41.097357,-8.58825,26
41.159592,-8.638227,27
41.15925,-8.637543,27
41.158881,-8.635158,27
41.158926,-8.633196,27
41.160276,-8.632728,27
41.161095,-8.633052,27
41.161842,-8.632656,27
41.161806,-8.632593,27
41.162598,-8.631315,27
41.163597,-8.629092,27
41.163471,-8.626662,27
41.163354,-8.624799,27
41.16303,-8.622864,27
41.162724,-8.620425,27
41.16249,-8.617752,27
41.162202,-8.61525,27
41.161905,-8.612811,27
41.161707,-8.611299,27
41.1615,-8.609742,27
41.160105,-8.60994,27
41.158242,-8.610075,27
41.156145,-8.610003,27
41.15412,-8.610084,27
41.152455,-8.610075,27
41.15106,-8.610714,27
41.150331,-8.611335,27
41.150367,-8.611524,27
41.150403,-8.61156,27
41.150439,-8.611596,27
41.154444,-8.613243,28
41.153733,-8.612811,28
41.154642,-8.611965,28
41.156667,-8.61192,28
41.157324,-8.612541,28
41.158701,-8.612073,28
41.160429,-8.611605,28
41.161581,-8.611371,28
41.162292,-8.611236,28
41.164092,-8.611011,28
41.164434,-8.611011,28
41.164902,-8.61102,28
41.166378,-8.61147,28
41.166585,-8.612946,28
41.166945,-8.613324,28
41.166909,-8.613333,28
41.1669,-8.613351,28
41.166891,-8.613315,28
41.149431,-8.611065,29
41.149368,-8.611209,29
41.148243,-8.611236,29
41.147901,-8.611794,29
41.148207,-8.612937,29
41.147469,-8.620308,29
41.147352,-8.620353,29
41.146893,-8.620119,29
41.146812,-8.620002,29
41.146839,-8.619993,29
41.146839,-8.619993,29
41.16285,-8.611101,30
41.162976,-8.61111,30
41.164443,-8.61102,30
41.164479,-8.609157,30
41.164362,-8.606592,30
41.164785,-8.606259,30
41.165433,-8.605116,30
41.165334,-8.602623,30
41.164029,-8.601768,30
41.163903,-8.601723,30
41.164551,-8.600661,30
41.165586,-8.598798,30
41.165793,-8.598375,30
41.166621,-8.595855,30
41.167386,-8.593371,30
41.168169,-8.591904,30
41.168178,-8.591931,30
41.168187,-8.59194,30
41.182704,-8.600067,31
41.182785,-8.600085,31
41.182263,-8.598195,31
41.181345,-8.597601,31
41.179212,-8.598618,31
41.17707,-8.599707,31
41.174991,-8.599995,31
41.173848,-8.601057,31
41.173704,-8.603424,31
41.173722,-8.605692,31
41.173722,-8.605683,31
41.173722,-8.605683,31
41.173722,-8.605665,31
41.173722,-8.605665,31
41.172777,-8.605431,31
41.171607,-8.604441,31
41.169825,-8.605872,31
41.167575,-8.606547,31
41.16663,-8.606583,31
41.166594,-8.606574,31
41.166252,-8.607537,31
41.165613,-8.608374,31
41.164542,-8.608527,31
41.16357,-8.608761,31
41.162562,-8.609175,31
41.162571,-8.609175,31
41.161617,-8.609517,31
41.161023,-8.60976,31
41.158773,-8.609958,31
41.156118,-8.610012,31
41.153778,-8.61012,31
41.151816,-8.610237,31
41.15034,-8.610975,31
41.149125,-8.611596,31
41.148252,-8.612217,31
41.148144,-8.612226,31
41.148072,-8.612298,31
41.147991,-8.612451,31
41.147991,-8.612478,31
41.148252,-8.613216,31
41.14737,-8.620362,31
41.147325,-8.620353,31
41.14728,-8.620344,31
41.147271,-8.620344,31
41.147199,-8.620371,31
41.150529,-8.610948,32
41.150502,-8.611164,32
41.150259,-8.612469,32
41.150025,-8.613855,32
41.150376,-8.614755,32
41.151555,-8.614548,32
41.151852,-8.613801,32
41.153085,-8.613522,32
41.153652,-8.613387,32
41.15367,-8.613378,32
41.153706,-8.613333,32
41.153994,-8.612001,32
41.155965,-8.611893,32
41.157288,-8.610444,32
41.158296,-8.60877,32
41.159961,-8.607951,32
41.162364,-8.606826,32
41.165424,-8.606412,32
41.168619,-8.606466,32
41.17131,-8.604639,32
41.173164,-8.60535,32
41.174712,-8.606349,32
41.175441,-8.608338,32
41.176989,-8.60787,32
41.177538,-8.609238,32
41.179302,-8.609328,32
41.180004,-8.610561,32
41.180913,-8.611461,32
41.181768,-8.611443,32
41.182119,-8.612406,32
41.182128,-8.612424,32
41.182137,-8.612415,32
41.182119,-8.612415,32
41.182065,-8.612442,32
41.182011,-8.612451,32
41.181993,-8.61246,32
41.181966,-8.61246,32
41.182056,-8.612748,32
41.140827,-8.609967,33
41.139567,-8.609337,33
41.138883,-8.609841,33
41.13801,-8.612379,33
41.137299,-8.615349,33
41.136912,-8.617932,33
41.135562,-8.618346,33
41.13279,-8.618004,33
41.131314,-8.618058,33
41.131278,-8.620002,33
41.131089,-8.622081,33
41.129649,-8.623287,33
41.129829,-8.624277,33
41.130306,-8.625339,33
41.130324,-8.626716,33
41.129046,-8.627058,33
41.127588,-8.628543,33
41.127111,-8.629209,33
41.12712,-8.629191,33
41.127102,-8.629218,33
41.126328,-8.630604,33
41.126049,-8.632467,33
41.126229,-8.634033,33
41.125797,-8.636121,33
41.126886,-8.637849,33
41.127552,-8.639208,33
41.128083,-8.641197,33
41.129055,-8.643195,33
41.129532,-8.644203,33
41.129514,-8.644212,33
41.130747,-8.64459,33
41.131125,-8.64351,33
41.132313,-8.642871,33
41.132043,-8.642133,33
41.131998,-8.642133,33
41.131953,-8.641998,33
41.150439,-8.611389,34
41.150295,-8.612019,34
41.150007,-8.613369,34
41.150025,-8.614782,34
41.151213,-8.614656,34
41.151807,-8.61381,34
41.153094,-8.613522,34
41.153742,-8.612397,34
41.155155,-8.611965,34
41.15682,-8.612271,34
41.158125,-8.612199,34
41.159934,-8.611749,34
41.161374,-8.611452,34
41.161779,-8.611344,34
41.162787,-8.611785,34
41.163057,-8.614116,34
41.163147,-8.614854,34
41.159799,-8.639838,35
